time,frequency,confidence
26.590,353.746,0.962721
26.600,352.199,0.940720
26.610,350.686,0.965815
26.620,349.369,0.954896
26.630,347.946,0.930237
26.640,347.418,0.932677
26.650,347.225,0.932994
26.660,348.159,0.932966
26.670,348.977,0.958116
26.680,349.362,0.969706
26.690,350.054,0.971307
26.700,350.365,0.970695
26.710,350.994,0.965859
26.720,351.003,0.965412
26.730,350.724,0.967086
26.740,350.017,0.965220
26.750,349.254,0.964282
26.760,348.752,0.954967
26.770,348.356,0.945867
26.780,348.520,0.952325
26.790,348.616,0.952484
26.800,348.892,0.962400
26.810,348.810,0.957898
26.820,348.069,0.935771
26.830,346.827,0.935384
26.840,344.839,0.797674
26.850,341.301,0.530443
26.860,330.426,0.522386
26.870,327.282,0.584423
26.880,327.804,0.567332
26.890,341.916,0.435018
26.900,347.019,0.723022
26.910,347.831,0.863797
26.920,348.128,0.824981
26.930,346.805,0.691825
26.940,343.203,0.487379
26.950,340.657,0.429502
26.960,324.724,0.594569
26.970,322.775,0.651327
26.980,320.612,0.803659
26.990,317.546,0.884943
27.000,316.396,0.951807
27.010,314.738,0.960143
27.020,314.415,0.951473
27.030,314.478,0.949094
27.040,314.846,0.953054
27.050,315.097,0.957654
27.060,315.297,0.958889
27.070,315.434,0.960387
27.080,314.731,0.958736
27.090,313.901,0.924538
27.100,313.608,0.938707
27.110,313.432,0.946709
27.120,312.442,0.956011
27.130,311.865,0.958594
27.140,311.804,0.963729
27.150,312.163,0.969595
27.160,312.907,0.971958
27.170,313.443,0.962123
27.180,314.237,0.947429
27.190,315.097,0.966271
27.200,316.119,0.963927
27.210,316.547,0.946028
27.220,317.266,0.900004
27.230,317.675,0.855578
27.240,317.785,0.845044
27.250,317.065,0.801220
27.260,315.551,0.816954
27.270,315.317,0.825534
27.280,315.162,0.812837
27.290,315.769,0.696541
27.300,314.847,0.640910
27.310,312.076,0.673789
27.320,309.167,0.768847
27.330,308.279,0.876497
27.340,307.605,0.952249
27.350,307.760,0.964755
27.360,308.539,0.968045
27.370,309.471,0.957911
27.380,310.527,0.928883
27.390,311.602,0.949282
27.400,312.883,0.947965
27.410,315.170,0.935652
27.420,318.076,0.931265
27.430,321.363,0.879916
27.440,327.120,0.863694
27.450,333.091,0.901086
27.460,337.028,0.892129
27.470,342.889,0.736983
27.480,353.607,0.748893
27.490,359.765,0.906563
27.500,361.122,0.951915
27.510,360.007,0.945262
27.520,359.157,0.928824
27.530,357.832,0.868097
27.540,357.919,0.716367
27.550,353.103,0.615217
27.560,328.660,0.337928
27.570,321.753,0.717748
27.580,319.659,0.713133
27.590,323.300,0.513152
27.600,323.809,0.072053
27.610,323.160,0.092444
27.620,628.361,0.064831
27.630,324.182,0.067573
27.640,644.164,0.103748
27.650,645.344,0.139558
27.660,650.771,0.162791
27.670,326.773,0.140633
27.680,326.115,0.212133
27.690,321.632,0.093751
27.700,325.721,0.086949
27.710,326.783,0.073399
27.720,324.215,0.067406
27.730,328.708,0.097698
27.740,653.072,0.120012
27.750,652.758,0.147445
27.760,650.727,0.122295
27.770,643.932,0.086066
27.780,326.794,0.143513
27.790,327.852,0.303612
27.800,327.298,0.393335
27.810,326.815,0.077406
27.820,650.217,0.068096
27.830,649.397,0.076848
27.840,327.483,0.101292
27.850,326.543,0.211557
27.860,322.425,0.281481
27.870,322.111,0.248855
27.880,323.239,0.150066
27.890,646.617,0.074535
27.900,328.700,0.197191
27.910,331.952,0.164914
27.920,328.537,0.151035
27.930,653.769,0.127837
27.940,325.843,0.119773
27.950,316.520,0.233865
27.960,315.069,0.195376
27.970,322.468,0.156249
27.980,323.606,0.085598
27.990,644.492,0.051721
28.000,391.607,0.251077
28.010,391.341,0.755654
28.020,389.981,0.830774
28.030,388.639,0.889365
28.040,386.829,0.906252
28.050,384.714,0.951696
28.060,382.855,0.941619
28.070,381.881,0.949365
28.080,381.327,0.959823
28.090,380.876,0.960975
28.100,380.830,0.954766
28.110,380.785,0.954124
28.120,380.827,0.952700
28.130,380.280,0.956480
28.140,379.994,0.955642
28.150,380.149,0.954198
28.160,380.964,0.946937
28.170,382.927,0.931570
28.180,384.529,0.947502
28.190,386.619,0.899768
28.200,388.988,0.940748
28.210,390.755,0.929116
28.220,389.856,0.937912
28.230,387.741,0.942967
28.240,387.654,0.945419
28.250,388.406,0.957804
28.260,389.600,0.958403
28.270,389.678,0.958215
28.280,388.502,0.944122
28.290,386.334,0.909629
28.300,383.940,0.930739
28.310,381.256,0.944684
28.320,379.544,0.947472
28.330,376.871,0.872431
28.340,372.335,0.681759
28.350,364.117,0.529482
28.360,354.339,0.681331
28.370,347.964,0.867595
28.380,345.980,0.860541
28.390,343.240,0.840730
28.400,342.140,0.812009
28.410,343.003,0.851172
28.420,343.121,0.886152
28.430,341.993,0.927465
28.440,341.550,0.933579
28.450,342.703,0.949677
28.460,343.255,0.955284
28.470,343.979,0.935903
28.480,345.160,0.949055
28.490,346.071,0.964129
28.500,346.508,0.968537
28.510,346.643,0.968879
28.520,346.596,0.965981
28.530,347.098,0.954372
28.540,347.992,0.934026
28.550,348.201,0.928964
28.560,348.491,0.932049
28.570,346.932,0.898377
28.580,345.169,0.799422
28.590,341.988,0.676284
28.600,336.816,0.681201
28.610,334.741,0.765237
28.620,332.829,0.858300
28.630,331.067,0.914707
28.640,329.998,0.913808
28.650,327.571,0.851828
28.660,322.698,0.695128
28.670,314.884,0.552431
28.680,309.724,0.754736
28.690,303.971,0.670786
28.700,299.559,0.700339
28.710,294.397,0.766069
28.720,292.319,0.868528
28.730,292.823,0.855845
28.740,295.384,0.900236
28.750,298.338,0.929652
28.760,300.366,0.925612
28.770,301.402,0.956258
28.780,302.137,0.957228
28.790,302.955,0.936660
28.800,304.884,0.950165
28.810,307.896,0.941521
28.820,310.193,0.934417
28.830,311.045,0.951346
28.840,311.155,0.959181
28.850,310.978,0.953811
28.860,310.103,0.953707
28.870,308.086,0.968624
28.880,307.192,0.959959
28.890,307.850,0.940790
28.900,309.197,0.901058
28.910,310.092,0.873987
28.920,309.684,0.897734
28.930,310.130,0.900451
28.940,310.602,0.887243
28.950,308.850,0.940628
28.960,307.255,0.940753
28.970,306.646,0.948525
28.980,306.552,0.955857
28.990,307.001,0.952435
29.000,307.929,0.967195
29.010,308.864,0.969097
29.020,309.677,0.960590
29.030,310.484,0.935797
29.040,311.541,0.956302
29.050,313.089,0.950649
29.060,315.133,0.938643
29.070,317.417,0.906045
29.080,319.274,0.947257
29.090,319.323,0.954307
29.100,319.173,0.952504
29.110,318.140,0.945175
29.120,315.716,0.960436
29.130,314.062,0.927116
29.140,312.160,0.961235
29.150,310.565,0.935696
29.160,309.372,0.963663
29.170,309.511,0.965008
29.180,310.783,0.933458
29.190,312.404,0.953485
29.200,313.792,0.937656
29.210,315.260,0.962799
29.220,316.090,0.958738
29.230,315.860,0.962497
29.240,315.843,0.963642
29.250,316.027,0.959518
29.260,316.835,0.943669
29.270,317.216,0.928398
29.280,318.151,0.941004
29.290,316.980,0.930478
29.300,316.116,0.940315
29.310,314.510,0.927328
29.320,313.059,0.953735
29.330,310.899,0.930572
29.340,309.900,0.949149
29.350,310.171,0.938428
29.360,311.813,0.960338
29.370,313.371,0.947144
29.380,315.692,0.950628
29.390,318.506,0.941977
29.400,320.951,0.930531
29.410,322.111,0.954357
29.420,323.069,0.966888
29.430,322.950,0.965331
29.440,322.544,0.960060
29.450,321.771,0.945548
29.460,319.798,0.939841
29.470,317.151,0.921283
29.480,314.848,0.941874
29.490,313.129,0.958091
29.500,312.598,0.966891
29.510,312.471,0.963571
29.520,313.470,0.953018
29.530,315.477,0.953919
29.540,317.687,0.931103
29.550,319.310,0.961828
29.560,320.307,0.953019
29.570,321.782,0.952468
29.580,322.826,0.962493
29.590,323.334,0.968758
29.600,323.481,0.968329
29.610,323.039,0.965831
29.620,322.056,0.949905
29.630,320.183,0.925326
29.640,316.461,0.923642
29.650,313.610,0.913565
29.660,309.934,0.667158
29.670,298.655,0.474369
29.680,277.530,0.505534
29.690,272.714,0.726452
29.700,267.636,0.578410
29.710,255.251,0.601360
29.720,243.693,0.665294
29.730,235.571,0.725629
29.740,232.782,0.865699
29.750,232.296,0.888744
29.760,233.421,0.932894
29.770,235.227,0.904542
29.780,238.007,0.878152
29.790,241.016,0.918411
29.800,244.108,0.931337
29.810,246.185,0.918176
29.820,248.031,0.930190
29.830,250.369,0.917458
29.840,252.816,0.926600
29.850,254.125,0.931331
29.860,254.767,0.932026
29.870,255.684,0.943464
29.880,256.280,0.951582
29.890,257.220,0.944991
29.900,258.797,0.922568
29.910,260.990,0.922836
29.920,261.727,0.939857
29.930,261.418,0.945120
29.940,260.691,0.923862
29.950,259.285,0.937869
29.960,256.336,0.917632
29.970,252.883,0.887687
29.980,249.484,0.877822
29.990,246.381,0.826740
30.000,240.814,0.721962
30.010,234.031,0.670792
30.020,228.500,0.788512
30.030,224.934,0.833540
30.040,221.670,0.873067
30.050,220.222,0.921065
30.060,219.951,0.919732
30.070,221.451,0.902002
30.080,223.332,0.925718
30.090,225.491,0.916027
30.100,227.522,0.902031
30.110,229.509,0.885364
30.120,232.554,0.845086
30.130,235.272,0.864327
30.140,238.041,0.877145
30.150,240.439,0.908605
30.160,242.585,0.950425
30.170,244.125,0.936442
30.180,244.790,0.952193
30.190,245.246,0.953270
30.200,245.989,0.941921
30.210,247.130,0.933749
30.220,247.921,0.940177
30.230,248.915,0.904535
30.240,249.670,0.920513
30.250,250.004,0.926718
30.260,249.963,0.932205
30.270,251.091,0.923410
30.280,252.134,0.898116
30.290,252.663,0.910378
30.300,252.792,0.919321
30.310,253.052,0.932712
30.320,252.981,0.930122
30.330,253.686,0.939264
30.340,254.741,0.906756
30.350,256.522,0.908632
30.360,259.776,0.882376
30.370,262.566,0.916878
30.380,264.536,0.918677
30.390,264.344,0.912544
30.400,262.916,0.936677
30.410,261.361,0.937122
30.420,260.687,0.915166
30.430,260.130,0.913242
30.440,260.190,0.916393
30.450,260.427,0.913079
30.460,260.048,0.926103
30.470,260.031,0.927306
30.480,260.018,0.933087
30.490,260.446,0.931880
30.500,260.651,0.922555
30.510,260.593,0.921736
30.520,260.754,0.917799
30.530,260.668,0.919118
30.540,260.674,0.927151
30.550,260.698,0.925411
30.560,260.820,0.915745
30.570,261.346,0.911071
30.580,262.078,0.919106
30.590,263.406,0.890512
30.600,265.548,0.917246
30.610,268.709,0.917045
30.620,272.106,0.927925
30.630,276.050,0.919132
30.640,280.922,0.815033
30.650,287.757,0.879270
30.660,292.118,0.873871
30.670,295.035,0.925310
30.680,298.473,0.934423
30.690,300.670,0.937256
30.700,301.072,0.948125
30.710,300.044,0.912875
30.720,296.739,0.862136
30.730,291.661,0.786978
30.740,282.504,0.402544
30.750,268.193,0.722368
30.760,258.762,0.625426
30.770,252.660,0.590984
30.780,244.624,0.651146
30.790,237.685,0.659628
30.800,230.082,0.546953
30.810,222.329,0.701242
30.820,219.114,0.883033
30.830,218.585,0.917363
30.840,219.704,0.911050
30.850,220.958,0.945577
30.860,222.553,0.922501
30.870,224.269,0.897592
30.880,226.640,0.858288
30.890,229.630,0.838930
30.900,232.356,0.842716
30.910,233.794,0.899694
30.920,234.883,0.864106
30.930,234.427,0.876791
30.940,233.296,0.886175
30.950,232.426,0.855620
30.960,230.290,0.847977
30.970,227.463,0.869066
30.980,226.027,0.912257
30.990,225.812,0.902473
31.000,225.808,0.857195
31.010,225.269,0.823310
31.020,225.980,0.799774
31.030,225.615,0.732966
31.040,224.978,0.607976
31.050,220.814,0.615613
31.060,222.110,0.573583
31.070,224.833,0.664137
31.080,225.820,0.800083
31.090,226.481,0.831820
31.100,224.496,0.790913
31.110,222.256,0.843447
31.120,222.500,0.871844
31.130,223.414,0.884588
31.140,224.829,0.767065
31.150,232.579,0.506624
31.160,236.105,0.602956
31.170,238.702,0.731090
31.180,238.854,0.765566
31.190,237.614,0.733403
31.200,235.857,0.757079
31.210,234.447,0.761667
31.220,234.634,0.789815
31.230,234.844,0.813697
31.240,235.635,0.830091
31.250,236.301,0.862996
31.260,236.251,0.842206
31.270,235.337,0.830830
31.280,234.191,0.883661
31.290,234.588,0.860319
31.300,234.553,0.824638
31.310,232.909,0.718663
31.320,230.114,0.372385
31.330,220.461,0.254368
31.340,211.953,0.250981
31.350,214.116,0.162442
31.360,258.367,0.050090
31.370,259.958,0.305726
31.380,258.047,0.293955
31.390,257.079,0.205761
31.400,250.698,0.122926
31.410,243.400,0.109390
31.420,1160.044,0.029292
31.430,32.251,0.013407
31.440,32.186,0.012751
31.450,662.315,0.047868
31.460,640.422,0.110575
31.470,260.211,0.211569
31.480,260.620,0.385439
31.490,262.647,0.704831
31.500,264.488,0.729004
31.510,266.280,0.918546
31.520,268.475,0.938776
31.530,269.602,0.944218
31.540,270.877,0.930794
31.550,271.745,0.936224
31.560,272.095,0.919799
31.570,272.814,0.886783
31.580,273.800,0.912591
31.590,274.434,0.950920
31.600,275.011,0.948365
31.610,275.747,0.933699
31.620,276.657,0.887149
31.630,277.313,0.911314
31.640,278.671,0.897614
31.650,280.967,0.862456
31.660,282.507,0.878340
31.670,284.483,0.927592
31.680,286.540,0.834411
31.690,289.351,0.663749
31.700,294.336,0.616323
31.710,300.637,0.761918
31.720,308.247,0.756431
31.730,313.861,0.837789
31.740,318.090,0.839770
31.750,321.808,0.892843
31.760,323.405,0.929340
31.770,323.861,0.945610
31.780,324.497,0.937781
31.790,324.116,0.949708
31.800,322.188,0.939046
31.810,319.291,0.947439
31.820,317.887,0.932120
31.830,315.349,0.948773
31.840,314.292,0.931914
31.850,313.734,0.931603
31.860,314.424,0.917395
31.870,315.039,0.914188
31.880,316.088,0.905966
31.890,316.381,0.937311
31.900,315.951,0.958698
31.910,315.277,0.965408
31.920,314.957,0.955936
31.930,314.106,0.936784
31.940,312.963,0.956237
31.950,311.795,0.959488
31.960,311.321,0.954790
31.970,311.691,0.957958
31.980,312.286,0.964067
31.990,313.209,0.953805
32.000,314.447,0.942810
32.010,315.258,0.958713
32.020,315.648,0.959776
32.030,315.053,0.955017
32.040,314.898,0.951584
32.050,314.012,0.926447
32.060,313.674,0.939025
32.070,312.696,0.954940
32.080,311.602,0.950689
32.090,310.695,0.935812
32.100,310.041,0.956505
32.110,310.050,0.955279
32.120,310.504,0.947578
32.130,311.433,0.964929
32.140,313.346,0.952345
32.150,315.795,0.954345
32.160,317.500,0.931376
32.170,318.350,0.951687
32.180,318.058,0.941550
32.190,316.636,0.937342
32.200,314.138,0.919849
32.210,311.916,0.946072
32.220,308.176,0.949695
32.230,305.340,0.966549
32.240,304.350,0.969402
32.250,304.142,0.965084
32.260,304.172,0.961864
32.270,305.243,0.967276
32.280,307.061,0.949677
32.290,308.703,0.969375
32.300,309.288,0.968478
32.310,309.321,0.967723
32.320,308.935,0.972105
32.330,308.400,0.972259
32.340,307.773,0.965082
32.350,307.433,0.957254
32.360,308.085,0.967559
32.370,308.912,0.970751
32.380,309.855,0.960828
32.390,310.916,0.950294
32.400,311.585,0.962362
32.410,312.165,0.960006
32.420,313.285,0.952205
32.430,314.367,0.929067
32.440,314.984,0.956223
32.450,315.291,0.965211
32.460,314.732,0.956271
32.470,314.491,0.949088
32.480,313.992,0.941797
32.490,313.646,0.955444
32.500,312.343,0.971407
32.510,311.614,0.968132
32.520,310.656,0.949768
32.530,310.152,0.959914
32.540,310.301,0.954500
32.550,310.922,0.957391
32.560,311.734,0.967463
32.570,312.497,0.965680
32.580,313.414,0.948292
32.590,314.313,0.931513
32.600,315.638,0.948664
32.610,316.614,0.936179
32.620,316.534,0.938733
32.630,316.464,0.934694
32.640,316.808,0.909865
32.650,317.825,0.895645
32.660,320.207,0.907726
32.670,322.267,0.906970
32.680,324.704,0.891626
32.690,326.146,0.916807
32.700,328.496,0.875243
32.710,330.112,0.901870
32.720,329.916,0.897414
32.730,328.370,0.841268
32.740,325.893,0.841307
32.750,322.759,0.876477
32.760,316.897,0.821520
32.770,312.776,0.942942
32.780,311.887,0.946442
32.790,312.075,0.929492
32.800,313.031,0.908344
32.810,314.168,0.849828
32.820,314.180,0.828744
32.830,313.113,0.803904
32.840,311.283,0.778274
32.850,314.020,0.641022
32.860,319.590,0.574606
32.870,324.379,0.579719
32.880,326.229,0.590982
32.890,322.121,0.265192
32.900,309.723,0.279848
32.910,320.569,0.488683
32.920,322.327,0.653789
32.930,321.039,0.625116
32.940,320.694,0.383340
32.950,323.317,0.432929
32.960,323.718,0.469094
32.970,324.504,0.442116
32.980,323.260,0.423951
32.990,323.123,0.413477
33.000,326.528,0.237171
33.010,654.213,0.128720
33.020,658.490,0.154049
33.030,653.168,0.171198
33.040,652.791,0.186303
33.050,651.908,0.185079
33.060,327.382,0.106390
33.070,651.302,0.068032
33.080,648.968,0.067580
33.090,649.211,0.083032
33.100,649.439,0.096452
33.110,651.487,0.109598
33.120,330.006,0.192525
33.130,328.319,0.293945
33.140,328.372,0.241338
33.150,329.010,0.193778
33.160,328.473,0.158440
33.170,327.703,0.105728
33.180,651.110,0.129754
33.190,326.800,0.124349
33.200,325.197,0.166799
33.210,325.870,0.268994
33.220,324.094,0.314042
33.230,328.051,0.159009
33.240,1877.760,0.131716
33.250,656.644,0.169314
33.260,654.543,0.325192
33.270,654.983,0.281028
33.280,1968.130,0.287365
33.290,1966.831,0.333493
33.300,1955.874,0.292823
33.310,1953.105,0.268123
33.320,328.002,0.243873
33.330,329.268,0.325645
33.340,330.263,0.112346
33.350,1178.000,0.059463
33.360,327.938,0.082015
33.370,657.684,0.078318
33.380,659.280,0.100502
33.390,640.461,0.087164
33.400,644.489,0.108438
33.410,650.153,0.119926
33.420,651.368,0.111028
33.430,662.474,0.079200
33.440,660.934,0.082084
33.450,659.604,0.071252
33.460,486.098,0.064902
33.470,480.783,0.074646
33.480,486.047,0.279872
33.490,498.508,0.413125
33.500,495.867,0.814882
33.510,495.130,0.936238
33.520,494.630,0.960708
33.530,492.718,0.932975
33.540,489.453,0.947218
33.550,486.226,0.926553
33.560,482.651,0.948336
33.570,480.100,0.948323
33.580,477.769,0.957896
33.590,476.980,0.952742
33.600,479.712,0.933474
33.610,483.252,0.941359
33.620,484.755,0.952739
33.630,486.346,0.937085
33.640,487.750,0.906586
33.650,489.841,0.932537
33.660,492.944,0.923372
33.670,496.692,0.912956
33.680,502.575,0.852446
33.690,508.404,0.822813
33.700,513.304,0.875263
33.710,519.203,0.926524
33.720,521.096,0.926067
33.730,523.346,0.907695
33.740,525.365,0.874904
33.750,527.819,0.819574
33.760,528.475,0.848141
33.770,529.538,0.913577
33.780,530.950,0.941324
33.790,530.861,0.945324
33.800,531.518,0.950788
33.810,531.342,0.945076
33.820,529.978,0.917556
33.830,527.324,0.932907
33.840,524.529,0.949442
33.850,520.014,0.933744
33.860,512.418,0.861243
33.870,502.008,0.871317
33.880,493.660,0.905745
33.890,485.611,0.912305
33.900,479.376,0.942670
33.910,474.434,0.945646
33.920,471.688,0.931520
33.930,469.783,0.965201
33.940,468.886,0.966634
33.950,467.877,0.970522
33.960,467.191,0.959045
33.970,468.051,0.968544
33.980,468.271,0.975227
33.990,468.146,0.975476
34.000,468.318,0.973270
34.010,469.366,0.969433
34.020,470.015,0.967108
34.030,470.297,0.959382
34.040,470.153,0.961893
34.050,470.243,0.958385
34.060,469.721,0.965384
34.070,469.222,0.973140
34.080,468.993,0.974742
34.090,469.353,0.970742
34.100,470.101,0.962141
34.110,470.555,0.951422
34.120,471.076,0.941130
34.130,471.499,0.939255
34.140,470.750,0.941726
34.150,470.675,0.944042
34.160,470.210,0.953452
34.170,469.907,0.963337
34.180,469.696,0.967400
34.190,469.799,0.967333
34.200,469.938,0.968294
34.210,469.692,0.972882
34.220,469.615,0.974812
34.230,469.865,0.967368
34.240,470.647,0.955363
34.250,471.263,0.949650
34.260,471.443,0.947540
34.270,471.285,0.945781
34.280,470.633,0.954840
34.290,470.582,0.958524
34.300,470.919,0.945350
34.310,471.126,0.938783
34.320,470.697,0.950847
34.330,469.841,0.962958
34.340,468.827,0.972079
34.350,467.301,0.969624
34.360,466.266,0.952420
34.370,466.186,0.954244
34.380,467.016,0.967618
34.390,467.200,0.972948
34.400,467.392,0.974304
34.410,467.466,0.974430
34.420,468.322,0.975138
34.430,469.855,0.964571
34.440,471.126,0.945740
34.450,472.526,0.961718
34.460,473.168,0.959046
34.470,472.477,0.958197
34.480,471.637,0.943135
34.490,470.129,0.955038
34.500,468.641,0.970297
34.510,467.332,0.974252
34.520,467.224,0.973117
34.530,467.817,0.976869
34.540,468.113,0.976773
34.550,468.826,0.972541
34.560,469.794,0.962148
34.570,470.209,0.952796
34.580,469.854,0.961095
34.590,469.122,0.967286
34.600,468.249,0.974463
34.610,467.461,0.971623
34.620,466.494,0.960229
34.630,466.022,0.953517
34.640,466.855,0.965144
34.650,468.256,0.975329
34.660,470.352,0.959891
34.670,472.838,0.952832
34.680,474.131,0.948055
34.690,475.040,0.940203
34.700,475.160,0.944221
34.710,475.589,0.931016
34.720,475.757,0.924690
34.730,475.825,0.926324
34.740,474.771,0.946115
34.750,473.815,0.953870
34.760,471.937,0.935164
34.770,470.060,0.950619
34.780,467.975,0.970304
34.790,467.216,0.966682
34.800,467.972,0.975892
34.810,469.140,0.973683
34.820,470.901,0.942280
34.830,473.365,0.899150
34.840,475.902,0.887285
34.850,476.305,0.937699
34.860,478.023,0.956256
34.870,480.161,0.936620
34.880,480.598,0.911244
34.890,477.151,0.933210
34.900,474.418,0.951203
34.910,473.195,0.966967
34.920,472.382,0.963024
34.930,471.404,0.951666
34.940,470.366,0.946052
34.950,469.276,0.964833
34.960,468.113,0.970386
34.970,467.827,0.974168
34.980,467.908,0.976753
34.990,468.943,0.975022
35.000,469.706,0.972004
35.010,470.515,0.954969
35.020,471.602,0.943167
35.030,472.556,0.951093
35.040,473.764,0.949602
35.050,475.086,0.928052
35.060,476.612,0.943257
35.070,478.152,0.958336
35.080,479.551,0.958261
35.090,480.681,0.941445
35.100,479.677,0.951438
35.110,476.969,0.944572
35.120,474.121,0.954676
35.130,470.075,0.881191
35.140,462.009,0.739923
35.150,447.683,0.770564
35.160,436.897,0.609019
35.170,418.291,0.612447
35.180,406.675,0.869873
35.190,399.898,0.867517
35.200,393.554,0.859533
35.210,385.716,0.878266
35.220,380.893,0.947625
35.230,379.602,0.948438
35.240,378.712,0.927355
35.250,378.997,0.933110
35.260,379.766,0.944328
35.270,381.302,0.943594
35.280,382.161,0.930604
35.290,382.877,0.924530
35.300,383.582,0.939417
35.310,383.153,0.935728
35.320,382.768,0.924708
35.330,382.283,0.926289
35.340,381.822,0.941255
35.350,381.503,0.941436
35.360,381.822,0.934032
35.370,382.287,0.921203
35.380,382.786,0.907703
35.390,383.826,0.918628
35.400,384.603,0.930058
35.410,384.738,0.925110
35.420,384.755,0.919674
35.430,385.292,0.921280
35.440,385.104,0.930044
35.450,383.919,0.921064
35.460,382.329,0.917376
35.470,380.740,0.927737
35.480,377.949,0.858666
35.490,373.333,0.822420
35.500,367.946,0.792468
35.510,361.039,0.767122
35.520,354.765,0.955022
35.530,352.709,0.951142
35.540,351.927,0.950916
35.550,351.767,0.960299
35.560,350.492,0.973393
35.570,348.853,0.968418
35.580,348.152,0.953167
35.590,349.111,0.970246
35.600,352.762,0.942670
35.610,355.346,0.967995
35.620,357.737,0.970579
35.630,359.941,0.943615
35.640,362.794,0.964289
35.650,364.951,0.933084
35.660,366.460,0.952737
35.670,366.491,0.954768
35.680,366.477,0.954497
35.690,367.510,0.949596
35.700,368.468,0.936346
35.710,368.350,0.932907
35.720,367.258,0.942186
35.730,366.658,0.950248
35.740,368.323,0.930431
35.750,370.419,0.902090
35.760,372.230,0.927418
35.770,374.351,0.906281
35.780,376.771,0.916881
35.790,378.440,0.922027
35.800,379.240,0.943276
35.810,379.181,0.945022
35.820,380.327,0.933802
35.830,382.597,0.890757
35.840,383.921,0.915466
35.850,383.999,0.939800
35.860,384.195,0.933226
35.870,383.641,0.927943
35.880,382.246,0.929544
35.890,380.521,0.943605
35.900,378.578,0.924484
35.910,376.782,0.931380
35.920,376.022,0.927713
35.930,377.214,0.904089
35.940,379.049,0.916179
35.950,380.922,0.905165
35.960,384.122,0.874068
35.970,387.717,0.912399
35.980,389.152,0.937593
35.990,390.134,0.928129
36.000,391.461,0.925895
36.010,393.263,0.930670
36.020,395.903,0.910835
36.030,396.544,0.933043
36.040,395.976,0.934926
36.050,394.662,0.951058
36.060,393.275,0.956935
36.070,392.302,0.956944
36.080,392.483,0.944069
36.090,391.486,0.914237
36.100,391.452,0.912244
36.110,390.028,0.931763
36.120,388.590,0.927591
36.130,386.014,0.894515
36.140,383.268,0.892750
36.150,379.826,0.912096
36.160,376.130,0.848715
36.170,364.959,0.501764
36.180,349.815,0.539105
36.190,331.058,0.682621
36.200,318.958,0.753104
36.210,311.006,0.807438
36.220,304.555,0.918390
36.230,301.117,0.939858
36.240,297.679,0.949892
36.250,297.029,0.948622
36.260,297.842,0.962540
36.270,299.454,0.952627
36.280,301.087,0.961939
36.290,302.798,0.956046
36.300,304.522,0.970184
36.310,306.120,0.963185
36.320,307.488,0.955158
36.330,308.607,0.967117
36.340,309.407,0.964282
36.350,310.684,0.943433
36.360,311.025,0.952267
36.370,310.000,0.947482
36.380,308.487,0.970220
36.390,309.303,0.956297
36.400,311.454,0.947042
36.410,313.070,0.960134
36.420,313.821,0.949062
36.430,313.171,0.963285
36.440,313.153,0.959993
36.450,313.480,0.953466
36.460,313.493,0.950820
36.470,313.167,0.945103
36.480,312.239,0.930509
36.490,312.244,0.940148
36.500,312.748,0.936053
36.510,312.463,0.926743
36.520,312.265,0.937205
36.530,312.237,0.952927
36.540,312.453,0.958844
36.550,312.753,0.952230
36.560,312.155,0.955110
36.570,312.388,0.951430
36.580,312.631,0.942514
36.590,312.258,0.940323
36.600,311.961,0.928576
36.610,311.753,0.918086
36.620,311.357,0.887051
36.630,310.817,0.831975
36.640,310.683,0.865771
36.650,311.292,0.882878
36.660,312.055,0.915058
36.670,312.778,0.918635
36.680,313.683,0.904048
36.690,314.603,0.907727
36.700,314.819,0.890058
36.710,314.838,0.745694
36.720,315.416,0.451148
36.730,303.013,0.345518
36.740,296.354,0.255219
36.750,299.226,0.179169
36.760,309.453,0.243638
36.770,316.533,0.332298
36.780,315.824,0.401729
36.790,309.737,0.366226
36.800,300.669,0.167480
36.810,1173.130,0.111931
36.820,586.430,0.098952
36.830,1166.312,0.074323
36.840,595.462,0.052106
36.850,622.154,0.086498
36.860,322.951,0.137724
36.870,321.673,0.189572
36.880,309.815,0.226794
36.890,309.749,0.644704
36.900,309.662,0.856948
36.910,308.543,0.943529
36.920,308.515,0.939563
36.930,309.130,0.927099
36.940,309.836,0.917414
36.950,310.381,0.915265
36.960,310.619,0.890353
36.970,310.762,0.877396
36.980,310.956,0.870721
36.990,310.537,0.862962
37.000,310.123,0.918388
37.010,310.373,0.927689
37.020,310.659,0.931003
37.030,310.935,0.932681
37.040,311.512,0.947260
37.050,312.197,0.937796
37.060,312.672,0.927849
37.070,314.090,0.865827
37.080,320.087,0.726345
37.090,325.690,0.845220
37.100,326.918,0.867751
37.110,329.917,0.786718
37.120,338.513,0.553837
37.130,351.503,0.516919
37.140,358.352,0.629607
37.150,358.197,0.738923
37.160,358.305,0.848150
37.170,358.035,0.928925
37.180,357.411,0.942624
37.190,357.407,0.946253
37.200,355.989,0.908263
37.210,353.923,0.895379
37.220,351.513,0.852508
37.230,350.146,0.837949
37.240,348.840,0.837996
37.250,346.200,0.744363
37.260,344.704,0.653723
37.270,344.506,0.707453
37.280,344.057,0.799334
37.290,344.360,0.859089
37.300,344.848,0.894843
37.310,346.268,0.923069
37.320,348.154,0.912553
37.330,349.883,0.939002
