time,frequency,confidence
80.170,313.125,0.953590
80.180,310.994,0.873914
80.190,308.337,0.715290
80.200,306.038,0.717114
80.210,306.101,0.901005
80.220,306.484,0.922933
80.230,307.958,0.940458
80.240,308.182,0.955453
80.250,309.017,0.956769
80.260,311.057,0.941017
80.270,312.757,0.953496
80.280,314.642,0.925407
80.290,317.580,0.817639
80.300,322.674,0.769445
80.310,324.791,0.796638
80.320,323.126,0.703923
80.330,321.600,0.561194
80.340,321.816,0.488863
80.350,321.236,0.391025
80.360,314.929,0.324397
80.370,315.985,0.541756
80.380,321.164,0.581950
80.390,321.975,0.567683
80.400,321.592,0.520097
80.410,322.404,0.573578
80.420,322.075,0.681934
80.430,321.036,0.742043
80.440,317.990,0.706030
80.450,319.475,0.464460
80.460,321.065,0.463090
80.470,309.852,0.356922
80.480,308.050,0.554442
80.490,308.006,0.837828
80.500,308.023,0.936851
80.510,308.463,0.968264
80.520,309.509,0.963763
80.530,310.529,0.939043
80.540,311.195,0.957337
80.550,311.761,0.967506
80.560,312.544,0.963172
80.570,312.695,0.963030
80.580,312.813,0.961411
80.590,313.249,0.954772
80.600,313.438,0.947656
80.610,313.908,0.931843
80.620,314.717,0.944201
80.630,315.588,0.956791
80.640,316.706,0.944929
80.650,317.708,0.929196
80.660,319.126,0.948859
80.670,320.396,0.939491
80.680,322.069,0.939920
80.690,324.162,0.933343
80.700,327.029,0.942862
80.710,329.557,0.962689
80.720,331.175,0.976290
80.730,333.177,0.942673
80.740,337.332,0.899956
80.750,341.545,0.892407
80.760,344.169,0.893445
80.770,345.174,0.932379
80.780,344.512,0.910685
80.790,342.170,0.905803
80.800,338.775,0.919202
80.810,337.393,0.944994
80.820,337.111,0.942082
80.830,336.763,0.929200
80.840,335.728,0.953693
80.850,335.084,0.951048
80.860,336.842,0.914032
80.870,339.126,0.920341
80.880,342.007,0.901229
80.890,343.670,0.909002
80.900,345.335,0.924091
80.910,346.131,0.944316
80.920,347.520,0.928425
80.930,348.560,0.948453
80.940,348.826,0.961583
80.950,348.672,0.957391
80.960,346.885,0.962966
80.970,345.658,0.961479
80.980,344.839,0.947048
80.990,343.421,0.951119
81.000,341.310,0.954405
81.010,339.889,0.939338
81.020,338.933,0.956048
81.030,338.833,0.952771
81.040,339.931,0.913293
81.050,342.188,0.895952
81.060,345.136,0.910927
81.070,348.322,0.925912
81.080,349.132,0.956867
81.090,348.858,0.962713
81.100,348.977,0.965014
81.110,349.600,0.971853
81.120,350.353,0.973079
81.130,350.602,0.971080
81.140,350.245,0.975149
81.150,349.659,0.973554
81.160,349.159,0.970072
81.170,348.909,0.967466
81.180,348.852,0.962803
81.190,348.399,0.953794
81.200,348.310,0.949387
81.210,348.644,0.958124
81.220,349.545,0.968271
81.230,350.477,0.973539
81.240,350.911,0.975120
81.250,350.759,0.974930
81.260,350.132,0.974747
81.270,349.320,0.970011
81.280,348.998,0.963264
81.290,348.866,0.962961
81.300,349.030,0.961706
81.310,349.222,0.967431
81.320,349.611,0.970843
81.330,350.197,0.974714
81.340,350.752,0.975049
81.350,350.686,0.978004
81.360,350.168,0.978297
81.370,348.993,0.968941
81.380,347.661,0.884159
81.390,344.475,0.625858
81.400,331.414,0.481940
81.410,318.089,0.624073
81.420,310.290,0.552039
81.430,298.329,0.284166
81.440,279.335,0.619420
81.450,274.093,0.911633
81.460,271.106,0.916348
81.470,267.878,0.914810
81.480,269.070,0.890881
81.490,274.399,0.809457
81.500,281.433,0.816375
81.510,286.515,0.896643
81.520,289.451,0.913812
81.530,292.115,0.946506
81.540,294.859,0.959404
81.550,297.281,0.936505
81.560,299.853,0.920187
81.570,301.667,0.954322
81.580,302.970,0.949849
81.590,303.111,0.945792
81.600,303.857,0.957947
81.610,304.087,0.965234
81.620,304.734,0.969046
81.630,306.401,0.947486
81.640,307.577,0.958799
81.650,308.423,0.969244
81.660,309.058,0.970612
81.670,308.826,0.971745
81.680,307.972,0.969303
81.690,307.037,0.955111
81.700,306.719,0.950531
81.710,307.464,0.936609
81.720,309.554,0.922458
81.730,311.208,0.938904
81.740,311.787,0.949946
81.750,310.649,0.849146
81.760,306.760,0.614257
81.770,303.198,0.445841
81.780,269.218,0.668903
81.790,266.097,0.706446
81.800,264.381,0.505935
81.810,302.299,0.561835
81.820,301.917,0.655712
81.830,303.029,0.741703
81.840,303.187,0.816494
81.850,304.957,0.934016
81.860,307.816,0.940209
81.870,310.617,0.943301
81.880,312.543,0.958453
81.890,314.911,0.928765
81.900,317.975,0.902999
81.910,321.360,0.883738
81.920,323.464,0.941749
81.930,324.946,0.931826
81.940,325.708,0.955247
81.950,326.801,0.960530
81.960,328.844,0.931382
81.970,331.412,0.963960
81.980,334.613,0.958974
81.990,337.269,0.911817
82.000,343.474,0.766737
82.010,350.681,0.839221
82.020,355.638,0.886714
82.030,357.478,0.932545
82.040,357.331,0.950459
82.050,356.056,0.914315
82.060,354.088,0.958571
82.070,350.480,0.962215
82.080,348.455,0.937896
82.090,346.720,0.954375
82.100,345.492,0.947095
82.110,344.008,0.876488
82.120,340.723,0.833001
82.130,335.664,0.829701
82.140,333.496,0.769937
82.150,331.992,0.643931
82.160,337.141,0.502988
82.170,340.936,0.733033
82.180,341.840,0.767262
82.190,341.840,0.767507
82.200,341.176,0.648979
82.210,336.324,0.475327
82.220,331.991,0.563702
82.230,331.933,0.458801
82.240,322.104,0.646816
82.250,323.423,0.627830
82.260,331.301,0.602358
82.270,336.555,0.644326
82.280,337.311,0.764018
82.290,335.307,0.719320
82.300,335.855,0.621002
82.310,335.776,0.385273
82.320,329.902,0.336361
82.330,328.771,0.261232
82.340,329.238,0.109074
82.350,379.778,0.111354
82.360,381.634,0.129692
82.370,386.139,0.079953
82.380,394.855,0.064164
82.390,344.574,0.256937
82.400,340.849,0.333879
82.410,340.051,0.366787
82.420,330.074,0.363857
82.430,343.219,0.266838
82.440,332.768,0.092140
82.450,330.969,0.123843
82.460,330.385,0.133170
82.470,331.787,0.119429
82.480,327.773,0.075044
82.490,657.955,0.097376
82.500,430.814,0.122903
82.510,436.433,0.407897
82.520,436.934,0.681482
82.530,437.263,0.759809
82.540,439.026,0.804584
82.550,446.737,0.687680
82.560,465.448,0.780155
82.570,471.199,0.899997
82.580,476.327,0.899292
82.590,480.250,0.917140
82.600,484.247,0.923943
82.610,484.700,0.929854
82.620,484.199,0.936539
82.630,484.397,0.929171
82.640,487.839,0.902122
82.650,492.083,0.927623
82.660,495.893,0.936933
82.670,502.250,0.868835
82.680,508.319,0.896015
82.690,511.910,0.928066
82.700,514.779,0.920192
82.710,518.789,0.935249
82.720,521.995,0.902709
82.730,526.509,0.899126
82.740,531.610,0.938887
82.750,532.025,0.951117
82.760,531.311,0.952271
82.770,531.123,0.947665
82.780,528.850,0.909735
82.790,527.391,0.946482
82.800,525.511,0.958698
82.810,521.774,0.924453
82.820,515.954,0.921584
82.830,511.280,0.901637
82.840,504.500,0.864004
82.850,497.382,0.929058
82.860,491.223,0.915081
82.870,485.353,0.939528
82.880,480.383,0.938558
82.890,475.993,0.928601
82.900,474.231,0.953719
82.910,472.935,0.969037
82.920,473.153,0.965910
82.930,473.794,0.964706
82.940,474.117,0.961859
82.950,473.685,0.961477
82.960,473.728,0.957881
82.970,474.810,0.946869
82.980,474.920,0.950391
82.990,473.941,0.962581
83.000,473.661,0.964801
83.010,473.269,0.966499
83.020,473.626,0.960690
83.030,473.964,0.955264
83.040,474.670,0.950667
83.050,475.018,0.943353
83.060,475.413,0.928582
83.070,474.653,0.945592
83.080,474.216,0.950285
83.090,473.082,0.959749
83.100,472.054,0.947508
83.110,470.877,0.938532
83.120,470.748,0.940164
83.130,470.679,0.950485
83.140,470.949,0.946719
83.150,471.620,0.954471
83.160,471.966,0.958805
83.170,472.512,0.955796
83.180,472.530,0.954435
83.190,472.739,0.941912
83.200,472.876,0.934578
83.210,473.165,0.930039
83.220,473.363,0.934170
83.230,473.710,0.932572
83.240,473.979,0.939719
83.250,474.141,0.947644
83.260,474.337,0.948254
83.270,475.239,0.932326
83.280,477.018,0.945606
83.290,477.581,0.950062
83.300,476.260,0.941388
83.310,474.343,0.960048
83.320,473.214,0.971361
83.330,472.898,0.968612
83.340,473.167,0.966940
83.350,473.648,0.964737
83.360,473.748,0.965569
83.370,473.716,0.964619
83.380,473.351,0.966566
83.390,473.017,0.965087
83.400,472.435,0.963038
83.410,472.018,0.951772
83.420,470.764,0.934543
83.430,469.396,0.952315
83.440,468.369,0.965201
83.450,468.771,0.969223
83.460,469.983,0.957639
83.470,471.119,0.937438
83.480,471.777,0.946131
83.490,471.862,0.943201
83.500,471.839,0.937980
83.510,471.530,0.938820
83.520,471.363,0.938111
83.530,471.424,0.937212
83.540,471.956,0.934008
83.550,473.330,0.920429
83.560,476.519,0.891681
83.570,479.954,0.915899
83.580,480.719,0.911548
83.590,480.395,0.932322
83.600,480.230,0.943350
83.610,479.960,0.941315
83.620,479.010,0.947732
83.630,477.598,0.938657
83.640,475.402,0.919619
83.650,473.460,0.945818
83.660,471.491,0.933522
83.670,470.312,0.948711
83.680,469.477,0.963385
83.690,469.043,0.973208
83.700,469.607,0.962171
83.710,470.509,0.945688
83.720,471.764,0.943503
83.730,472.109,0.951104
83.740,472.229,0.945993
83.750,472.611,0.945619
83.760,473.037,0.946873
83.770,473.134,0.947876
83.780,472.695,0.954769
83.790,472.546,0.954703
83.800,472.064,0.953280
83.810,471.860,0.945576
83.820,471.507,0.936042
83.830,471.554,0.923334
83.840,470.837,0.878813
83.850,470.060,0.875747
83.860,470.153,0.899951
83.870,470.662,0.912079
83.880,471.326,0.917369
83.890,471.711,0.925912
83.900,471.858,0.934521
83.910,471.878,0.933480
83.920,471.673,0.925340
83.930,471.563,0.918867
83.940,471.656,0.911777
83.950,472.107,0.903992
83.960,472.850,0.885252
83.970,473.610,0.878867
83.980,474.255,0.896044
83.990,474.542,0.915179
84.000,475.041,0.925259
84.010,475.266,0.931498
84.020,475.767,0.930294
84.030,475.229,0.942231
84.040,474.648,0.954899
84.050,474.063,0.962045
84.060,473.945,0.960215
84.070,473.656,0.964851
84.080,473.520,0.964808
84.090,473.065,0.966892
84.100,472.581,0.958920
84.110,470.755,0.926643
84.120,467.981,0.925168
84.130,460.948,0.875442
84.140,454.613,0.816932
84.150,441.856,0.685197
84.160,428.741,0.712523
84.170,415.912,0.752072
84.180,406.068,0.888170
84.190,401.376,0.866463
84.200,395.156,0.873433
84.210,390.829,0.900884
84.220,389.013,0.944989
84.230,389.141,0.946669
84.240,391.097,0.924183
84.250,393.369,0.956055
84.260,393.971,0.954749
84.270,394.686,0.949305
84.280,395.968,0.923924
84.290,396.693,0.953102
84.300,396.926,0.959032
84.310,397.344,0.965477
84.320,397.591,0.965344
84.330,397.510,0.961159
84.340,397.561,0.960541
84.350,397.940,0.960284
84.360,398.015,0.961108
84.370,397.507,0.958639
84.380,397.093,0.951850
84.390,396.425,0.935856
84.400,395.039,0.929833
84.410,393.048,0.953339
84.420,391.935,0.949185
84.430,392.051,0.963258
84.440,393.328,0.971008
84.450,394.582,0.959317
84.460,394.010,0.966700
84.470,392.331,0.961773
84.480,390.424,0.949310
84.490,387.934,0.932176
84.500,384.339,0.885220
84.510,380.158,0.914848
84.520,377.123,0.930557
84.530,375.145,0.944807
84.540,374.513,0.923802
84.550,373.173,0.919069
84.560,371.688,0.927999
84.570,368.695,0.922390
84.580,364.987,0.938854
84.590,362.631,0.971583
84.600,362.381,0.972823
84.610,363.874,0.962501
84.620,365.372,0.945925
84.630,368.236,0.938750
84.640,370.888,0.931682
84.650,373.599,0.915698
84.660,377.040,0.936204
84.670,380.879,0.955810
84.680,384.253,0.948079
84.690,385.453,0.943431
84.700,386.818,0.935914
84.710,389.202,0.952636
84.720,391.507,0.939332
84.730,393.516,0.961931
84.740,394.272,0.960543
84.750,394.505,0.953076
84.760,394.671,0.957120
84.770,393.776,0.974390
84.780,393.688,0.971677
84.790,394.080,0.965677
84.800,393.665,0.972938
84.810,393.069,0.973463
84.820,393.646,0.973394
84.830,394.124,0.972997
84.840,394.596,0.968854
84.850,395.568,0.938771
84.860,396.391,0.954588
84.870,397.465,0.968403
84.880,397.813,0.969159
84.890,397.545,0.965741
84.900,396.635,0.953041
84.910,395.768,0.932654
84.920,394.405,0.950818
84.930,392.954,0.963624
84.940,391.225,0.933178
84.950,389.643,0.959973
84.960,388.505,0.956097
84.970,388.317,0.958893
84.980,389.419,0.962252
84.990,390.619,0.953529
85.000,390.353,0.958615
85.010,389.465,0.963127
85.020,388.428,0.960788
85.030,387.890,0.949780
85.040,387.937,0.948891
85.050,388.072,0.945222
85.060,387.780,0.940505
85.070,388.055,0.948879
85.080,388.736,0.957363
85.090,389.601,0.961968
85.100,390.232,0.956373
85.110,390.223,0.950229
85.120,389.048,0.942994
85.130,387.226,0.906672
85.140,388.120,0.935833
85.150,391.152,0.925607
85.160,395.515,0.902603
85.170,400.272,0.896790
85.180,403.037,0.941443
85.190,405.453,0.870517
85.200,411.462,0.774475
85.210,421.914,0.638787
85.220,435.969,0.716187
85.230,451.864,0.615780
85.240,464.188,0.863723
85.250,468.995,0.927276
85.260,470.279,0.941342
85.270,471.949,0.921880
85.280,474.104,0.920892
85.290,475.812,0.891501
85.300,475.685,0.909843
85.310,473.741,0.954665
85.320,473.194,0.967505
85.330,472.593,0.964644
85.340,471.426,0.952665
85.350,470.181,0.960466
85.360,469.331,0.972948
85.370,469.544,0.972151
85.380,469.796,0.966541
85.390,470.320,0.951901
85.400,471.903,0.948772
85.410,472.819,0.963763
85.420,472.810,0.966881
85.430,472.956,0.967527
85.440,473.955,0.964440
85.450,474.552,0.956429
85.460,473.720,0.965633
85.470,472.495,0.968253
85.480,471.425,0.952282
85.490,469.736,0.962032
85.500,468.006,0.963374
85.510,465.581,0.927106
85.520,462.242,0.936484
85.530,456.869,0.868907
85.540,449.351,0.619407
85.550,434.763,0.515632
85.560,417.584,0.590165
85.570,405.257,0.784362
85.580,398.235,0.733776
85.590,389.088,0.732927
85.600,380.508,0.698163
85.610,372.069,0.502251
85.620,361.509,0.432121
85.630,359.557,0.467313
85.640,360.817,0.405008
85.650,469.685,0.404787
85.660,379.078,0.452023
85.670,382.732,0.627571
85.680,387.542,0.782207
85.690,389.256,0.900580
85.700,389.992,0.919742
85.710,391.433,0.913809
85.720,393.695,0.942804
85.730,394.858,0.940292
85.740,395.147,0.931513
85.750,393.391,0.917563
85.760,391.548,0.856052
85.770,389.278,0.796821
85.780,388.141,0.625352
85.790,381.393,0.470364
85.800,380.612,0.337605
85.810,393.826,0.295618
85.820,398.659,0.132686
85.830,395.942,0.092494
85.840,394.702,0.137017
85.850,393.180,0.306429
85.860,393.892,0.484210
85.870,393.386,0.636264
85.880,390.873,0.692310
85.890,389.649,0.770849
85.900,393.304,0.338815
85.910,440.385,0.334402
85.920,448.815,0.459041
85.930,457.063,0.582913
85.940,461.590,0.810659
85.950,463.178,0.898040
85.960,465.253,0.919743
85.970,466.001,0.955596
85.980,465.717,0.946487
85.990,465.308,0.941622
86.000,464.969,0.938028
86.010,465.347,0.940907
86.020,467.077,0.966317
86.030,469.001,0.962485
86.040,471.766,0.926242
86.050,474.045,0.934189
86.060,476.302,0.929911
86.070,480.793,0.915383
86.080,486.493,0.882156
86.090,492.308,0.927410
86.100,495.282,0.963065
86.110,499.424,0.890515
86.120,505.945,0.837739
86.130,512.870,0.887957
86.140,518.666,0.918714
86.150,521.876,0.888103
86.160,526.167,0.871694
86.170,530.184,0.908296
86.180,531.374,0.898232
86.190,530.924,0.914562
86.200,530.473,0.900960
86.210,529.591,0.892643
86.220,528.364,0.903480
86.230,528.549,0.912946
86.240,527.036,0.944020
86.250,526.004,0.950535
86.260,526.228,0.954826
86.270,525.995,0.955266
86.280,526.823,0.942534
86.290,528.797,0.905371
86.300,531.167,0.937172
86.310,532.772,0.947417
86.320,534.483,0.930760
86.330,536.565,0.961698
86.340,537.998,0.959818
86.350,538.542,0.961548
86.360,538.191,0.962537
86.370,537.170,0.961900
86.380,535.907,0.953570
86.390,534.446,0.927234
86.400,532.557,0.940856
86.410,530.453,0.928846
86.420,528.830,0.913568
86.430,527.003,0.943354
86.440,525.168,0.957038
86.450,524.404,0.957877
86.460,524.471,0.959078
86.470,524.506,0.957331
86.480,524.287,0.960287
86.490,524.487,0.961056
86.500,524.965,0.962148
86.510,525.798,0.956049
86.520,527.633,0.935292
86.530,530.997,0.937891
86.540,532.465,0.952357
86.550,532.945,0.946129
86.560,533.523,0.938772
86.570,534.588,0.932741
86.580,535.350,0.947235
86.590,535.951,0.951426
86.600,535.503,0.938798
86.610,534.883,0.926894
86.620,533.490,0.932907
86.630,532.207,0.948214
86.640,531.199,0.942296
86.650,530.934,0.938085
86.660,531.033,0.938432
86.670,530.405,0.926463
86.680,529.285,0.909809
86.690,528.912,0.913611
86.700,528.866,0.912973
86.710,528.840,0.916494
86.720,529.207,0.908905
86.730,529.463,0.914381
86.740,530.188,0.927710
86.750,531.413,0.940712
86.760,532.650,0.947319
86.770,533.067,0.945151
86.780,532.988,0.945482
86.790,532.167,0.945200
86.800,531.014,0.941010
86.810,530.041,0.931321
86.820,529.943,0.930975
86.830,529.634,0.920405
86.840,528.844,0.916195
86.850,527.624,0.940268
86.860,526.457,0.953849
86.870,525.158,0.958935
86.880,524.882,0.963327
86.890,524.544,0.961273
86.900,524.353,0.957228
86.910,524.090,0.955746
86.920,524.724,0.957681
86.930,525.433,0.952218
86.940,527.466,0.926816
86.950,529.906,0.910646
86.960,533.246,0.936969
86.970,535.756,0.958005
86.980,537.475,0.963347
86.990,539.360,0.949716
87.000,542.046,0.960722
87.010,544.297,0.967356
87.020,545.997,0.950432
87.030,546.540,0.939568
87.040,545.809,0.950707
87.050,545.008,0.964759
87.060,543.753,0.968334
87.070,542.179,0.951831
87.080,537.946,0.921395
87.090,530.668,0.879948
87.100,525.237,0.936440
87.110,522.734,0.937196
87.120,521.102,0.922538
87.130,518.104,0.853737
87.140,514.880,0.811305
87.150,518.116,0.739235
87.160,525.458,0.664216
87.170,525.830,0.567728
87.180,527.019,0.777095
87.190,529.345,0.821136
87.200,531.905,0.714692
87.210,531.397,0.673618
87.220,526.152,0.878243
87.230,526.050,0.927090
87.240,527.426,0.931254
87.250,530.176,0.917445
87.260,534.724,0.911145
87.270,535.905,0.933678
87.280,535.832,0.904515
87.290,535.044,0.823798
87.300,535.576,0.705482
87.310,531.959,0.628859
87.320,525.328,0.537304
87.330,519.836,0.682346
87.340,521.441,0.559842
87.350,533.017,0.517349
87.360,534.193,0.793109
87.370,532.906,0.782978
87.380,531.391,0.799970
87.390,530.797,0.712314
87.400,531.420,0.606906
87.410,532.034,0.385420
87.420,532.062,0.187098
87.430,532.493,0.200492
87.440,537.699,0.285965
87.450,546.501,0.172250
87.460,555.158,0.191541
87.470,545.004,0.221324
87.480,538.511,0.179700
87.490,537.712,0.153949
87.500,533.664,0.109385
87.510,583.684,0.151813
87.520,584.850,0.200945
87.530,593.089,0.209509
87.540,593.709,0.145394
87.550,593.249,0.116850
87.560,592.625,0.135979
87.570,595.007,0.101319
87.580,595.174,0.067601
87.590,578.333,0.053200
87.600,466.877,0.098393
87.610,469.074,0.083134
87.620,484.221,0.094763
87.630,1943.583,0.077346
87.640,1946.804,0.146073
87.650,1645.275,0.175249
87.660,1654.148,0.341718
87.670,1659.228,0.243937
87.680,1663.725,0.201691
87.690,1644.729,0.068089
87.700,540.587,0.082688
87.710,659.694,0.087312
87.720,658.336,0.121731
87.730,466.480,0.065443
87.740,1837.879,0.109800
87.750,1831.499,0.098510
87.760,588.483,0.169912
87.770,584.441,0.175374
87.780,582.937,0.144023
87.790,591.803,0.170084
87.800,591.539,0.117096
87.810,533.012,0.100327
87.820,588.039,0.083975
87.830,456.615,0.086881
87.840,462.734,0.179811
87.850,468.045,0.410749
87.860,467.512,0.223485
87.870,658.934,0.071155
87.880,1245.908,0.024969
87.890,657.926,0.065203
87.900,642.704,0.130337
87.910,645.170,0.125486
87.920,650.867,0.116905
87.930,598.371,0.099909
87.940,516.098,0.282431
87.950,523.941,0.663961
87.960,524.550,0.823642
87.970,528.662,0.858688
87.980,531.346,0.932479
87.990,531.402,0.931494
88.000,529.833,0.875307
88.010,525.601,0.928536
88.020,521.165,0.915597
88.030,516.458,0.902287
88.040,512.091,0.888483
88.050,509.172,0.892962
88.060,508.140,0.932988
88.070,506.756,0.950106
88.080,506.337,0.944220
88.090,505.857,0.927956
88.100,505.514,0.918418
88.110,507.399,0.934349
88.120,510.793,0.931954
88.130,513.337,0.951560
88.140,516.856,0.921816
88.150,520.725,0.929956
88.160,524.158,0.944493
88.170,525.896,0.956243
88.180,527.252,0.942124
88.190,528.797,0.907737
88.200,530.427,0.935286
88.210,530.995,0.947092
88.220,530.901,0.948158
88.230,530.788,0.942084
88.240,530.758,0.933658
88.250,529.965,0.930433
88.260,528.668,0.923789
88.270,527.389,0.946891
88.280,525.038,0.958104
88.290,522.183,0.928389
88.300,518.305,0.953937
88.310,514.404,0.941430
88.320,510.612,0.896180
88.330,503.074,0.895964
88.340,497.325,0.937535
88.350,491.919,0.890952
88.360,485.232,0.852184
88.370,475.309,0.813612
88.380,466.387,0.818761
88.390,461.917,0.911236
88.400,462.093,0.934132
88.410,463.686,0.951644
88.420,465.081,0.942975
88.430,467.091,0.964882
88.440,468.504,0.971849
88.450,469.597,0.961958
88.460,471.834,0.931073
88.470,474.233,0.922706
88.480,476.943,0.917369
88.490,477.781,0.937659
88.500,476.783,0.935310
88.510,475.194,0.916730
88.520,473.956,0.915242
88.530,471.144,0.791207
88.540,471.949,0.536319
88.550,471.886,0.721636
88.560,473.785,0.897287
88.570,472.266,0.919435
88.580,470.065,0.945107
88.590,469.301,0.955323
88.600,469.919,0.929381
88.610,473.024,0.808762
88.620,473.884,0.801801
88.630,472.878,0.743339
88.640,474.968,0.376083
88.650,630.250,0.092155
88.660,595.394,0.112717
88.670,476.827,0.267548
88.680,482.843,0.492628
88.690,483.773,0.750971
88.700,484.637,0.876489
88.710,484.925,0.920386
88.720,485.342,0.924606
88.730,485.015,0.902148
88.740,484.437,0.906085
88.750,482.172,0.898091
88.760,479.685,0.927901
88.770,478.715,0.928491
88.780,477.231,0.906887
88.790,475.377,0.904093
88.800,473.616,0.936322
88.810,472.424,0.945274
88.820,471.136,0.931843
88.830,470.834,0.923275
88.840,471.035,0.920261
88.850,471.569,0.937418
88.860,472.562,0.944731
88.870,473.261,0.928526
88.880,473.849,0.916646
88.890,473.998,0.925332
88.900,473.947,0.936519
88.910,473.977,0.945150
88.920,473.985,0.946451
88.930,474.122,0.937115
88.940,475.120,0.915882
88.950,476.926,0.933443
88.960,477.641,0.952169
88.970,477.249,0.945336
88.980,475.489,0.929145
88.990,473.444,0.948969
89.000,470.626,0.928478
89.010,469.042,0.934968
89.020,466.577,0.899655
89.030,467.007,0.929745
89.040,469.597,0.958227
89.050,471.869,0.952442
89.060,472.772,0.959537
89.070,473.802,0.946208
89.080,476.305,0.910319
89.090,479.803,0.928318
89.100,482.025,0.935585
89.110,482.257,0.950708
89.120,481.218,0.930213
89.130,479.523,0.952429
89.140,477.060,0.944860
89.150,474.166,0.951072
89.160,472.044,0.937178
89.170,469.591,0.942139
89.180,467.289,0.945778
89.190,465.513,0.916913
89.200,466.149,0.948474
89.210,467.314,0.972103
89.220,468.150,0.981016
89.230,468.982,0.979736
89.240,469.802,0.965431
89.250,471.292,0.941791
89.260,473.104,0.936410
89.270,475.984,0.893909
89.280,477.946,0.936745
89.290,480.049,0.929220
89.300,482.868,0.924374
89.310,487.307,0.926917
89.320,488.555,0.944728
89.330,485.453,0.944326
89.340,481.059,0.926203
89.350,478.091,0.952466
89.360,475.725,0.922120
89.370,472.784,0.938489
89.380,468.932,0.948428
89.390,465.490,0.925772
89.400,462.956,0.946244
89.410,462.392,0.955580
89.420,462.987,0.957542
89.430,463.885,0.960177
89.440,465.301,0.942534
89.450,466.366,0.964446
89.460,467.406,0.976940
89.470,467.975,0.976175
89.480,469.035,0.960009
89.490,472.148,0.884291
89.500,477.694,0.902269
89.510,480.607,0.925986
89.520,479.869,0.946176
89.530,477.807,0.943853
89.540,474.180,0.937546
89.550,471.021,0.911479
89.560,469.894,0.849621
89.570,473.684,0.616138
89.580,479.324,0.495796
89.590,484.099,0.729381
89.600,477.340,0.692122
89.610,471.030,0.721770
89.620,470.249,0.757116
89.630,470.985,0.491606
89.640,384.340,0.398322
89.650,381.478,0.647470
89.660,381.480,0.805789
89.670,380.720,0.870021
89.680,379.966,0.886436
89.690,379.151,0.913925
89.700,379.467,0.946470
89.710,379.552,0.952020
89.720,379.914,0.957649
89.730,380.279,0.958713
89.740,381.117,0.955754
89.750,382.085,0.936855
89.760,383.020,0.938502
89.770,383.557,0.947655
89.780,383.930,0.951534
89.790,384.265,0.956977
89.800,383.847,0.957332
89.810,383.323,0.955445
89.820,383.555,0.955410
89.830,383.948,0.950940
89.840,385.289,0.937594
89.850,386.783,0.904778
89.860,386.335,0.893344
89.870,384.545,0.897262
89.880,382.939,0.844906
89.890,381.623,0.801989
89.900,379.330,0.578583
89.910,385.069,0.638504
89.920,385.688,0.854331
89.930,383.777,0.878989
89.940,382.854,0.893450
89.950,382.768,0.916668
89.960,381.829,0.850860
89.970,379.949,0.720438
89.980,384.838,0.332223
89.990,383.505,0.536083
90.000,371.831,0.448007
90.010,370.140,0.399619
90.020,366.648,0.436892
90.030,363.684,0.715088
90.040,362.366,0.899699
90.050,362.384,0.946897
90.060,361.494,0.947772
90.070,360.489,0.928398
90.080,359.977,0.934109
90.090,360.686,0.935771
90.100,362.315,0.959872
90.110,363.410,0.962207
90.120,363.805,0.959859
90.130,364.136,0.954595
90.140,365.506,0.944561
90.150,368.014,0.937213
90.160,372.512,0.917632
90.170,377.302,0.907516
90.180,381.774,0.932971
90.190,384.626,0.949073
90.200,386.218,0.935598
90.210,388.675,0.941296
90.220,391.051,0.904056
90.230,391.708,0.926513
90.240,391.153,0.909390
90.250,389.664,0.934417
90.260,389.433,0.933783
90.270,387.717,0.915642
90.280,386.372,0.915998
90.290,385.844,0.935449
90.300,385.845,0.934051
90.310,385.257,0.941098
90.320,384.329,0.949587
90.330,383.824,0.948229
90.340,383.902,0.945321
90.350,384.958,0.946167
90.360,387.076,0.906110
90.370,388.090,0.934548
90.380,388.320,0.935207
90.390,387.554,0.916882
90.400,385.532,0.925416
90.410,383.717,0.936838
90.420,383.013,0.932755
90.430,383.436,0.939415
90.440,384.568,0.940255
90.450,385.870,0.920814
90.460,386.407,0.907781
90.470,386.639,0.899580
90.480,387.225,0.917999
90.490,386.765,0.897993
90.500,386.754,0.902867
90.510,387.028,0.906161
90.520,386.536,0.915273
90.530,386.507,0.907759
90.540,386.996,0.909625
90.550,388.758,0.933022
90.560,390.580,0.932693
90.570,390.896,0.939647
90.580,389.733,0.947251
90.590,388.169,0.916580
90.600,384.859,0.808834
90.610,381.241,0.793001
90.620,382.845,0.701161
90.630,387.261,0.818071
90.640,387.715,0.876013
90.650,387.342,0.841242
90.660,386.220,0.350731
90.670,279.383,0.417042
90.680,283.992,0.733564
90.690,288.068,0.804542
90.700,291.747,0.810644
90.710,295.323,0.869223
90.720,298.466,0.945623
90.730,300.496,0.945083
90.740,301.509,0.966093
90.750,302.367,0.963683
90.760,303.515,0.960615
90.770,304.435,0.974623
90.780,305.409,0.971904
90.790,306.521,0.943099
90.800,307.475,0.953614
90.810,307.308,0.948657
90.820,307.037,0.945907
90.830,306.845,0.944097
90.840,307.328,0.957728
90.850,308.526,0.970065
90.860,310.388,0.940003
90.870,312.670,0.945190
90.880,316.115,0.889319
90.890,319.501,0.900792
90.900,319.482,0.933684
90.910,318.925,0.942831
